Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage	blood plasma|case	blood plasma|control
TMEM126B	blood plasma|case-blood plasma|control	-0.089257329	1.035698045	-0.785481922	4	0.802044426	0.802044426	NA	0.25	0.25	0	0
FDFT1	blood plasma|case-blood plasma|control	-1.202326541	1.035698045	-0.785481922	4	0.802155881	0.802155881	NA	0.25	0.25	0	0
SYF2	blood plasma|case-blood plasma|control	-0.697388012	1.035698045	-0.785481922	4	0.802304103	0.802304103	NA	0.25	0.25	0	0
SDHA	blood plasma|case-blood plasma|control	0.375351774	1.035698045	-0.785481922	4	0.802347506	0.802347506	NA	0.25	0.25	0	0
PCBP1	blood plasma|case-blood plasma|control	-0.358279526	1.035698045	-0.785481922	4	0.802389125	0.802389125	NA	0.25	0.25	0	0
DAB2	blood plasma|case-blood plasma|control	-2.005593723	1.035698045	-0.785481922	4	0.80240819	0.80240819	NA	0.25	0.25	0	0
CCDC124	blood plasma|case-blood plasma|control	-0.555548245	1.035698045	-0.785481922	4	0.802565621	0.802565621	NA	0.25	0.25	0	0
AGL	blood plasma|case-blood plasma|control	-3.086910175	1.035698045	-0.785481922	4	0.802609616	0.802609616	NA	0.25	0.25	0	0
MOV10	blood plasma|case-blood plasma|control	-0.419062811	1.035698045	-0.785481922	4	0.802611149	0.802611149	NA	0.25	0.25	0	0
PIGT	blood plasma|case-blood plasma|control	0.241406415	1.035698045	-0.785481922	4	0.802611658	0.802611658	NA	0.25	0.25	0	0
PTPN23	blood plasma|case-blood plasma|control	0.973970359	1.035698045	-0.785481922	4	0.802676356	0.802676356	NA	0.25	0.25	0	0
DUSP3	blood plasma|case-blood plasma|control	-1.08687479	1.035698045	-0.785481922	4	0.802677357	0.802677357	NA	0.25	0.25	0	0
CDK1	blood plasma|case-blood plasma|control	0.828948978	1.035698045	-0.785481922	4	0.802833569	0.802833569	NA	0.25	0.25	0	0
MAPK15	blood plasma|case-blood plasma|control	-0.578047829	1.035698045	-0.785481922	4	0.802842481	0.802842481	NA	0.25	0.25	0	0
SIPA1	blood plasma|case-blood plasma|control	1.291717442	1.035698045	-0.785481922	4	0.802847267	0.802847267	NA	0.25	0.25	0	0
EMC7	blood plasma|case-blood plasma|control	-0.352529544	1.035698045	-0.785481922	4	0.802862429	0.802862429	NA	0.25	0.25	0	0
PSMA2	blood plasma|case-blood plasma|control	1.174795489	1.035698045	-0.785481922	4	0.803051759	0.803051759	NA	0.25	0.25	0	0
TRIM29	blood plasma|case-blood plasma|control	0.058298789	1.035698045	-0.785481922	4	0.803139309	0.803139309	NA	0.25	0.25	0	0
PIK3C3	blood plasma|case-blood plasma|control	-1.743954402	1.035698045	-0.785481922	4	0.80322792	0.80322792	NA	0.25	0.25	0	0
CCDC22	blood plasma|case-blood plasma|control	0.453894621	1.035698045	-0.785481922	4	0.803287861	0.803287861	NA	0.25	0.25	0	0
CLPTM1L	blood plasma|case-blood plasma|control	-1.136241117	1.035698045	-0.785481922	4	0.803301187	0.803301187	NA	0.25	0.25	0	0
CBX3	blood plasma|case-blood plasma|control	0.05571351	1.035698045	-0.785481922	4	0.803570995	0.803570995	NA	0.25	0.25	0	0
GTPBP3	blood plasma|case-blood plasma|control	-2.274007602	1.035698045	-0.785481922	4	0.803755075	0.803755075	NA	0.25	0.25	0	0
PPP1R10	blood plasma|case-blood plasma|control	-1.204307273	1.035698045	-0.785481922	4	0.803850114	0.803850114	NA	0.25	0.25	0	0
XPO1	blood plasma|case-blood plasma|control	0.135858547	1.035698045	-0.785481922	4	0.803954089	0.803954089	NA	0.25	0.25	0	0
NIFK	blood plasma|case-blood plasma|control	0.499297165	1.035698045	-0.785481922	4	0.804115049	0.804115049	NA	0.25	0.25	0	0
WDR74	blood plasma|case-blood plasma|control	0.042829651	1.035698045	-0.785481922	4	0.804127558	0.804127558	NA	0.25	0.25	0	0
NPEPL1	blood plasma|case-blood plasma|control	-1.183889074	1.035698045	-0.785481922	4	0.804296715	0.804296715	NA	0.25	0.25	0	0
WDR11	blood plasma|case-blood plasma|control	-2.260010069	1.035698045	-0.785481922	4	0.80429918	0.80429918	NA	0.25	0.25	0	0
DAP	blood plasma|case-blood plasma|control	0.488638803	1.035698045	-0.785481922	4	0.804717736	0.804717736	NA	0.25	0.25	0	0
ANXA8L1;ANXA8	blood plasma|case-blood plasma|control	0.550827128	1.035698045	-0.785481922	4	0.804921514	0.804921514	NA	0.25	0.25	0	0
ANP32B	blood plasma|case-blood plasma|control	1.460102583	1.035698045	-0.785481922	4	0.805032797	0.805032797	NA	0.25	0.25	0	0
SMC5	blood plasma|case-blood plasma|control	1.345098268	1.035698045	-0.785481922	4	0.80520712	0.80520712	NA	0.25	0.25	0	0
ZMYM3	blood plasma|case-blood plasma|control	2.814367336	1.035698045	-0.785481922	4	0.805236938	0.805236938	NA	0.25	0.25	0	0
HDHD2	blood plasma|case-blood plasma|control	-0.779006982	1.035698045	-0.785481922	4	0.805700416	0.805700416	NA	0.25	0.25	0	0
PTP4A1	blood plasma|case-blood plasma|control	0.473486064	1.035698045	-0.785481922	4	0.805781334	0.805781334	NA	0.25	0.25	0	0
RAB11FIP1	blood plasma|case-blood plasma|control	-1.178871798	1.035698045	-0.785481922	4	0.805883118	0.805883118	NA	0.25	0.25	0	0
SPG21	blood plasma|case-blood plasma|control	0.954937806	1.035698045	-0.785481922	4	0.805889958	0.805889958	NA	0.25	0.25	0	0
CACYBP	blood plasma|case-blood plasma|control	0.697270681	1.035698045	-0.785481922	4	0.805917906	0.805917906	NA	0.25	0.25	0	0
MIF	blood plasma|case-blood plasma|control	-0.048607488	1.035698045	-0.785481922	4	0.805967434	0.805967434	NA	0.25	0.25	0	0
TDP1	blood plasma|case-blood plasma|control	-0.419964934	1.035698045	-0.785481922	4	0.806050655	0.806050655	NA	0.25	0.25	0	0
EIF2A	blood plasma|case-blood plasma|control	-2.417568732	1.035698045	-0.785481922	4	0.806202638	0.806202638	NA	0.25	0.25	0	0
ANAPC1	blood plasma|case-blood plasma|control	1.341088531	1.035698045	-0.785481922	4	0.806317687	0.806317687	NA	0.25	0.25	0	0
SMARCE1	blood plasma|case-blood plasma|control	-1.912581556	1.035698045	-0.785481922	4	0.806383493	0.806383493	NA	0.25	0.25	0	0
KRT10	blood plasma|case-blood plasma|control	-0.333037481	1.035698045	-0.785481922	4	0.806472994	0.806472994	NA	0.25	0.25	0	0
PDCD6IP	blood plasma|case-blood plasma|control	-1.171796801	1.035698045	-0.785481922	4	0.80660176	0.80660176	NA	0.25	0.25	0	0
PEBP1	blood plasma|case-blood plasma|control	-0.041374291	1.035698045	-0.785481922	4	0.806638008	0.806638008	NA	0.25	0.25	0	0
PYM1	blood plasma|case-blood plasma|control	1.139348848	1.035698045	-0.785481922	4	0.80680578	0.80680578	NA	0.25	0.25	0	0
SORBS3	blood plasma|case-blood plasma|control	0.076828929	1.035698045	-0.785481922	4	0.806914394	0.806914394	NA	0.25	0.25	0	0
MIDEAS	blood plasma|case-blood plasma|control	-1.839866986	1.035698045	-0.785481922	4	0.806977455	0.806977455	NA	0.25	0.25	0	0
SNRPB;SNRPN	blood plasma|case-blood plasma|control	1.43770301	1.035698045	-0.785481922	4	0.806997142	0.806997142	NA	0.25	0.25	0	0
PDHB	blood plasma|case-blood plasma|control	0.318546885	1.035698045	-0.785481922	4	0.807049748	0.807049748	NA	0.25	0.25	0	0
FNTA	blood plasma|case-blood plasma|control	-2.43002414	1.035698045	-0.785481922	4	0.807172373	0.807172373	NA	0.25	0.25	0	0
LDLRAP1	blood plasma|case-blood plasma|control	0.250003459	1.035698045	-0.785481922	4	0.807218391	0.807218391	NA	0.25	0.25	0	0
RAB11FIP5	blood plasma|case-blood plasma|control	-0.774221743	1.035698045	-0.785481922	4	0.807415661	0.807415661	NA	0.25	0.25	0	0
CLEC2B	blood plasma|case-blood plasma|control	-1.457831911	1.035698045	-0.785481922	4	0.807507549	0.807507549	NA	0.25	0.25	0	0
TEAD1	blood plasma|case-blood plasma|control	0.719798238	1.035698045	-0.785481922	4	0.807607469	0.807607469	NA	0.25	0.25	0	0
SUCLG1	blood plasma|case-blood plasma|control	-1.397068158	1.035698045	-0.785481922	4	0.807928032	0.807928032	NA	0.25	0.25	0	0
UPRT	blood plasma|case-blood plasma|control	-0.031864368	1.035698045	-0.785481922	4	0.808242612	0.808242612	NA	0.25	0.25	0	0
ELOB	blood plasma|case-blood plasma|control	-2.134322553	1.035698045	-0.785481922	4	0.808349627	0.808349627	NA	0.25	0.25	0	0
GOLIM4	blood plasma|case-blood plasma|control	2.857986454	1.035698045	-0.785481922	4	0.80837575	0.80837575	NA	0.25	0.25	0	0
PSAP	blood plasma|case-blood plasma|control	0.595472891	1.035698045	-0.785481922	4	0.808402067	0.808402067	NA	0.25	0.25	0	0
HTATSF1	blood plasma|case-blood plasma|control	-1.471347109	1.035698045	-0.785481922	4	0.808518913	0.808518913	NA	0.25	0.25	0	0
UIMC1	blood plasma|case-blood plasma|control	1.218671575	1.035698045	-0.785481922	4	0.808951696	0.808951696	NA	0.25	0.25	0	0
NCS1	blood plasma|case-blood plasma|control	-2.586353765	1.035698045	-0.785481922	4	0.808982737	0.808982737	NA	0.25	0.25	0	0
PAPSS2	blood plasma|case-blood plasma|control	0.465323619	1.035698045	-0.785481922	4	0.80925426	0.80925426	NA	0.25	0.25	0	0
TPM4	blood plasma|case-blood plasma|control	0.680872341	1.035698045	-0.785481922	4	0.809496095	0.809496095	NA	0.25	0.25	0	0
TMEM70	blood plasma|case-blood plasma|control	-0.704504984	1.035698045	-0.785481922	4	0.809562469	0.809562469	NA	0.25	0.25	0	0
CNDP2	blood plasma|case-blood plasma|control	-0.713955389	1.035698045	-0.785481922	4	0.809825643	0.809825643	NA	0.25	0.25	0	0
PSMA5	blood plasma|case-blood plasma|control	0.231353141	1.035698045	-0.785481922	4	0.809914848	0.809914848	NA	0.25	0.25	0	0
DHX36	blood plasma|case-blood plasma|control	0.638586023	1.035698045	-0.785481922	4	0.809991376	0.809991376	NA	0.25	0.25	0	0
KANSL2	blood plasma|case-blood plasma|control	-0.1177186	1.035698045	-0.785481922	4	0.81002837	0.81002837	NA	0.25	0.25	0	0
ERO1A	blood plasma|case-blood plasma|control	0.753141692	1.035698045	-0.785481922	4	0.810155215	0.810155215	NA	0.25	0.25	0	0
SCRIB	blood plasma|case-blood plasma|control	-0.1290091	1.035698045	-0.785481922	4	0.810300192	0.810300192	NA	0.25	0.25	0	0
CD2BP2	blood plasma|case-blood plasma|control	-0.619209536	1.035698045	-0.785481922	4	0.81036945	0.81036945	NA	0.25	0.25	0	0
VDAC3	blood plasma|case-blood plasma|control	0.113369906	1.035698045	-0.785481922	4	0.810527544	0.810527544	NA	0.25	0.25	0	0
AP5Z1	blood plasma|case-blood plasma|control	1.867569573	1.035698045	-0.785481922	4	0.810590061	0.810590061	NA	0.25	0.25	0	0
SFXN2	blood plasma|case-blood plasma|control	-0.984370464	1.035698045	-0.785481922	4	0.811182759	0.811182759	NA	0.25	0.25	0	0
DHODH	blood plasma|case-blood plasma|control	-1.486810763	1.035698045	-0.785481922	4	0.811198554	0.811198554	NA	0.25	0.25	0	0
NPM1	blood plasma|case-blood plasma|control	-0.416301316	1.035698045	-0.785481922	4	0.81132338	0.81132338	NA	0.25	0.25	0	0
HGH1	blood plasma|case-blood plasma|control	1.062728785	1.035698045	-0.785481922	4	0.81152613	0.81152613	NA	0.25	0.25	0	0
SNX3	blood plasma|case-blood plasma|control	-1.733471249	1.035698045	-0.785481922	4	0.811543043	0.811543043	NA	0.25	0.25	0	0
MT-ATP8	blood plasma|case-blood plasma|control	0.369890242	1.035698045	-0.785481922	4	0.811544654	0.811544654	NA	0.25	0.25	0	0
BCAT2	blood plasma|case-blood plasma|control	-0.151994774	1.035698045	-0.785481922	4	0.811637279	0.811637279	NA	0.25	0.25	0	0
SPAG5	blood plasma|case-blood plasma|control	1.472873811	1.035698045	-0.785481922	4	0.811746597	0.811746597	NA	0.25	0.25	0	0
MTDH	blood plasma|case-blood plasma|control	1.744857713	1.035698045	-0.785481922	4	0.811767645	0.811767645	NA	0.25	0.25	0	0
MYL3;MYL1	blood plasma|case-blood plasma|control	-1.914341105	1.035698045	-0.785481922	4	0.811797811	0.811797811	NA	0.25	0.25	0	0
EGLN1	blood plasma|case-blood plasma|control	-0.222305287	1.035698045	-0.785481922	4	0.811807338	0.811807338	NA	0.25	0.25	0	0
ANKRD28	blood plasma|case-blood plasma|control	-0.826772022	1.035698045	-0.785481922	4	0.81190641	0.81190641	NA	0.25	0.25	0	0
YAF2	blood plasma|case-blood plasma|control	2.789450299	1.035698045	-0.785481922	4	0.812019134	0.812019134	NA	0.25	0.25	0	0
PCM1	blood plasma|case-blood plasma|control	0.53954752	1.035698045	-0.785481922	4	0.812103054	0.812103054	NA	0.25	0.25	0	0
NUDT19	blood plasma|case-blood plasma|control	0.006994731	1.035698045	-0.785481922	4	0.812572903	0.812572903	NA	0.25	0.25	0	0
CDV3	blood plasma|case-blood plasma|control	-1.128974569	1.035698045	-0.785481922	4	0.812663595	0.812663595	NA	0.25	0.25	0	0
F13A1	blood plasma|case-blood plasma|control	-2.261247427	1.035698045	-0.785481922	4	0.812759649	0.812759649	NA	0.25	0.25	0	0
TMEM214	blood plasma|case-blood plasma|control	-0.609545045	1.035698045	-0.785481922	4	0.812777408	0.812777408	NA	0.25	0.25	0	0
TUBA1B	blood plasma|case-blood plasma|control	-0.801390957	1.035698045	-0.785481922	4	0.812880763	0.812880763	NA	0.25	0.25	0	0
OXSM	blood plasma|case-blood plasma|control	1.056249061	1.035698045	-0.785481922	4	0.812997267	0.812997267	NA	0.25	0.25	0	0
SNX3	blood plasma|case-blood plasma|control	-2.060398127	1.035698045	-0.785481922	4	0.813074303	0.813074303	NA	0.25	0.25	0	0
RPL18A	blood plasma|case-blood plasma|control	1.908305439	1.035698045	-0.785481922	4	0.8131036	0.8131036	NA	0.25	0.25	0	0
SNAPIN	blood plasma|case-blood plasma|control	1.011734682	1.035698045	-0.785481922	4	0.81318102	0.81318102	NA	0.25	0.25	0	0
RPS6KA1	blood plasma|case-blood plasma|control	0.118441745	1.035698045	-0.785481922	4	0.813306462	0.813306462	NA	0.25	0.25	0	0
CTSA	blood plasma|case-blood plasma|control	0.302280439	1.035698045	-0.785481922	4	0.813462417	0.813462417	NA	0.25	0.25	0	0
MAPRE1	blood plasma|case-blood plasma|control	-0.75233446	1.035698045	-0.785481922	4	0.81352727	0.81352727	NA	0.25	0.25	0	0
PNN	blood plasma|case-blood plasma|control	1.902236721	1.035698045	-0.785481922	4	0.813568572	0.813568572	NA	0.25	0.25	0	0
EXOC5	blood plasma|case-blood plasma|control	0.070047279	1.035698045	-0.785481922	4	0.813798263	0.813798263	NA	0.25	0.25	0	0
RPL6	blood plasma|case-blood plasma|control	-0.999278423	1.035698045	-0.785481922	4	0.813840433	0.813840433	NA	0.25	0.25	0	0
MRPL17	blood plasma|case-blood plasma|control	-1.704096763	1.035698045	-0.785481922	4	0.813950269	0.813950269	NA	0.25	0.25	0	0
NSUN2	blood plasma|case-blood plasma|control	-2.197711095	1.035698045	-0.785481922	4	0.814056404	0.814056404	NA	0.25	0.25	0	0
UBAC1	blood plasma|case-blood plasma|control	-0.065203235	1.035698045	-0.785481922	4	0.814105808	0.814105808	NA	0.25	0.25	0	0
DNAJC17	blood plasma|case-blood plasma|control	-0.481632992	1.035698045	-0.785481922	4	0.814106135	0.814106135	NA	0.25	0.25	0	0
NSFL1C	blood plasma|case-blood plasma|control	0.106770139	1.035698045	-0.785481922	4	0.814232401	0.814232401	NA	0.25	0.25	0	0
RPRD1B	blood plasma|case-blood plasma|control	0.827333512	1.035698045	-0.785481922	4	0.814281701	0.814281701	NA	0.25	0.25	0	0
PDCD5	blood plasma|case-blood plasma|control	-0.192736423	1.035698045	-0.785481922	4	0.814381891	0.814381891	NA	0.25	0.25	0	0
CTPS1	blood plasma|case-blood plasma|control	1.645198913	1.035698045	-0.785481922	4	0.814419909	0.814419909	NA	0.25	0.25	0	0
RAB34	blood plasma|case-blood plasma|control	1.233639788	1.035698045	-0.785481922	4	0.814445437	0.814445437	NA	0.25	0.25	0	0
KRTCAP2	blood plasma|case-blood plasma|control	1.943091059	1.035698045	-0.785481922	4	0.814461006	0.814461006	NA	0.25	0.25	0	0
ATP5F1D	blood plasma|case-blood plasma|control	0.435586304	1.035698045	-0.785481922	4	0.814552092	0.814552092	NA	0.25	0.25	0	0
CRYZL1	blood plasma|case-blood plasma|control	-0.881710859	1.035698045	-0.785481922	4	0.81457262	0.81457262	NA	0.25	0.25	0	0
AKR1A1	blood plasma|case-blood plasma|control	0.060987935	1.035698045	-0.785481922	4	0.814927126	0.814927126	NA	0.25	0.25	0	0
RAMAC;RAMACL	blood plasma|case-blood plasma|control	1.771478843	1.035698045	-0.785481922	4	0.814982077	0.814982077	NA	0.25	0.25	0	0
STK38	blood plasma|case-blood plasma|control	2.886353051	1.035698045	-0.785481922	4	0.815127688	0.815127688	NA	0.25	0.25	0	0
CLINT1	blood plasma|case-blood plasma|control	0.788715255	1.035698045	-0.785481922	4	0.815240678	0.815240678	NA	0.25	0.25	0	0
STX5	blood plasma|case-blood plasma|control	0.225977202	1.035698045	-0.785481922	4	0.815307411	0.815307411	NA	0.25	0.25	0	0
WRNIP1	blood plasma|case-blood plasma|control	-0.223925589	1.035698045	-0.785481922	4	0.815387287	0.815387287	NA	0.25	0.25	0	0
ATR	blood plasma|case-blood plasma|control	-0.014055023	1.035698045	-0.785481922	4	0.815404826	0.815404826	NA	0.25	0.25	0	0
UBA1	blood plasma|case-blood plasma|control	1.042710054	1.035698045	-0.785481922	4	0.81568829	0.81568829	NA	0.25	0.25	0	0
SERPINH1	blood plasma|case-blood plasma|control	0.310268452	1.035698045	-0.785481922	4	0.815757538	0.815757538	NA	0.25	0.25	0	0
ZNF207	blood plasma|case-blood plasma|control	0.8798071	1.035698045	-0.785481922	4	0.815995588	0.815995588	NA	0.25	0.25	0	0
CDK13	blood plasma|case-blood plasma|control	1.846007191	1.035698045	-0.785481922	4	0.816552328	0.816552328	NA	0.25	0.25	0	0
EXOC3	blood plasma|case-blood plasma|control	2.270880019	1.035698045	-0.785481922	4	0.816712067	0.816712067	NA	0.25	0.25	0	0
NACA	blood plasma|case-blood plasma|control	0.749649498	1.035698045	-0.785481922	4	0.816721781	0.816721781	NA	0.25	0.25	0	0
CSNK2B	blood plasma|case-blood plasma|control	-0.408496169	1.035698045	-0.785481922	4	0.816825513	0.816825513	NA	0.25	0.25	0	0
TIPIN	blood plasma|case-blood plasma|control	-2.072886061	1.035698045	-0.785481922	4	0.816846175	0.816846175	NA	0.25	0.25	0	0
ARAF	blood plasma|case-blood plasma|control	-0.656588304	1.035698045	-0.785481922	4	0.816948892	0.816948892	NA	0.25	0.25	0	0
SH2D4A	blood plasma|case-blood plasma|control	1.82321581	1.035698045	-0.785481922	4	0.817113319	0.817113319	NA	0.25	0.25	0	0
PRDX1	blood plasma|case-blood plasma|control	0.116662315	1.035698045	-0.785481922	4	0.817172726	0.817172726	NA	0.25	0.25	0	0
MYBBP1A	blood plasma|case-blood plasma|control	-0.514768788	1.035698045	-0.785481922	4	0.817255387	0.817255387	NA	0.25	0.25	0	0
ZFTRAF1	blood plasma|case-blood plasma|control	1.131284581	1.035698045	-0.785481922	4	0.817334406	0.817334406	NA	0.25	0.25	0	0
PRC1	blood plasma|case-blood plasma|control	2.388323559	1.035698045	-0.785481922	4	0.817351747	0.817351747	NA	0.25	0.25	0	0
CDK12	blood plasma|case-blood plasma|control	-2.086270162	1.035698045	-0.785481922	4	0.817371061	0.817371061	NA	0.25	0.25	0	0
MCRIP2	blood plasma|case-blood plasma|control	-0.613339253	1.035698045	-0.785481922	4	0.81745833	0.81745833	NA	0.25	0.25	0	0
H1-4;H1-3	blood plasma|case-blood plasma|control	1.0580726	1.035698045	-0.785481922	4	0.817571766	0.817571766	NA	0.25	0.25	0	0
PPIP5K2	blood plasma|case-blood plasma|control	-2.589945672	1.035698045	-0.785481922	4	0.817642246	0.817642246	NA	0.25	0.25	0	0
NOL10	blood plasma|case-blood plasma|control	-0.36171804	1.035698045	-0.785481922	4	0.817726054	0.817726054	NA	0.25	0.25	0	0
PUS7	blood plasma|case-blood plasma|control	0.297806683	1.035698045	-0.785481922	4	0.817792597	0.817792597	NA	0.25	0.25	0	0
NAPRT	blood plasma|case-blood plasma|control	-1.526160784	1.035698045	-0.785481922	4	0.817938662	0.817938662	NA	0.25	0.25	0	0
PELO	blood plasma|case-blood plasma|control	-2.248655082	1.035698045	-0.785481922	4	0.818009929	0.818009929	NA	0.25	0.25	0	0
SCYL2	blood plasma|case-blood plasma|control	-0.705116273	1.035698045	-0.785481922	4	0.818057345	0.818057345	NA	0.25	0.25	0	0
PSMG3	blood plasma|case-blood plasma|control	-0.041650605	1.035698045	-0.785481922	4	0.81813802	0.81813802	NA	0.25	0.25	0	0
FGF2	blood plasma|case-blood plasma|control	1.330969786	1.035698045	-0.785481922	4	0.818176488	0.818176488	NA	0.25	0.25	0	0
MOV10	blood plasma|case-blood plasma|control	-0.474521994	1.035698045	-0.785481922	4	0.818417353	0.818417353	NA	0.25	0.25	0	0
LACTB	blood plasma|case-blood plasma|control	-2.203896841	1.035698045	-0.785481922	4	0.818424615	0.818424615	NA	0.25	0.25	0	0
CYC1	blood plasma|case-blood plasma|control	0.666055768	1.035698045	-0.785481922	4	0.818471762	0.818471762	NA	0.25	0.25	0	0
EPN1	blood plasma|case-blood plasma|control	-0.314728209	1.035698045	-0.785481922	4	0.818553329	0.818553329	NA	0.25	0.25	0	0
THYN1	blood plasma|case-blood plasma|control	-3.037990102	1.035698045	-0.785481922	4	0.818602598	0.818602598	NA	0.25	0.25	0	0
MDH2	blood plasma|case-blood plasma|control	-0.032866601	1.035698045	-0.785481922	4	0.818943633	0.818943633	NA	0.25	0.25	0	0
PPCDC	blood plasma|case-blood plasma|control	0.631505193	1.035698045	-0.785481922	4	0.818989096	0.818989096	NA	0.25	0.25	0	0
DPYSL2	blood plasma|case-blood plasma|control	-1.365098228	1.035698045	-0.785481922	4	0.819071908	0.819071908	NA	0.25	0.25	0	0
SLC25A22	blood plasma|case-blood plasma|control	-2.256836057	1.035698045	-0.785481922	4	0.819137636	0.819137636	NA	0.25	0.25	0	0
CASP8	blood plasma|case-blood plasma|control	0.83483409	1.035698045	-0.785481922	4	0.819192098	0.819192098	NA	0.25	0.25	0	0
ANXA11	blood plasma|case-blood plasma|control	2.864917256	1.035698045	-0.785481922	4	0.819320617	0.819320617	NA	0.25	0.25	0	0
SPR	blood plasma|case-blood plasma|control	-2.195070181	1.035698045	-0.785481922	4	0.819320651	0.819320651	NA	0.25	0.25	0	0
